BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,0,0,8000,8237.315179,1167.409427
1,0,0,2500,372.508487,427.337579
1,65.5,0,3000,534.051634,1900.025531
1,509.88,509.88,1200,913.23046,1929.692587
1,433.2,433.2,6000,229.824503,162.312596
1,222.7,128,4250,367.719858,166.661302
1,83,0,10000,1308.070478,1221.251121
0.181818,100.94,100.94,6000,567.062237,134.693402
1,0,0,1500,183.35091,212.446542
1,4400,400,10000,1530.593874,1596.221236
1,118.05,118.05,3000,359.886515,17563.48542
1,1045.76,982.56,7000,944.999337,133.973858
1,1280.58,1043.18,1800,544.411381,337.179545
0.727273,205.92,205.92,1200,327.268542,110.286711
0.727273,171.06,171.06,1500,329.587528,148.763367
1,1272.53,915.89,6000,2274.388713,227.352478
1,1672.55,1564.66,8500,2411.575976,4716.185183
1,1518.26,493.43,1700,294.227995,383.572166
1,356.32,356.32,1000,286.841222,129.155038
1,558.08,66.04,8500,694.594504,201.679842
1,113,0,2500,200.741855,234.552176
1,50.85,0,1200,256.061264,309.02637
0.545455,1053.52,0,3000,970.48092,67.064056
1,205.84,0,6000,258.631069,202.93187
0,199.73,177.73,9000,5557.460834,
1,3955.35,452.99,7500,3561.755293,395.409663
1,1556.66,1347.33,1000,1234.677121,169.47941
0.181818,0,0,9000,34107.07499,761.962503
1,1020.76,1020.76,5000,524.610416,409.222015
1,790.6,726.7,1500,478.948292,168.169675
1,2673.3,401.28,5000,6169.78218,646.953153
0.636364,462.32,462.32,5000,422.709468,82.062989
1,162.04,89,1800,331.015115,919.874346
1,130,60,1200,279.439759,293.907914
1,0,0,3000,3004.655015,586.763635
1,0,0,8500,5467.375109,2135.03681
0.181818,60.3,0,1200,697.573197,
0.454545,900.45,0,1200,1002.783773,74.503021
1,0,0,6000,1164.792197,527.241747
1,3048.4,547.6,3000,1390.388571,403.49587
1,0,0,3000,525.003763,994.387979
1,0,0,1200,956.458532,216.205066
1,309.74,309.74,8500,444.809305,142.818479
1,6508.72,3165.82,6000,4954.001262,379.022468
1,477.42,477.42,6000,584.052195,165.016896
1,0,0,1500,495.527043,393.227405
1,612.25,612.25,1500,2223.160653,170.167003
1,0,0,3000,647.36814,587.545978
0.818182,0,0,1800,2476.929255,202.931859
0.714286,0,0,14600,18091.01347,1513.375079
1,0,0,5000,1193.527453,2042.217585
0.818182,0,0,1800,238.582391,258.649795
1,168.08,168.08,1500,197.731378,156.052167
0.727273,0,0,5500,6744.953537,1158.232955
1,0,0,1200,446.265741,238.961902
1,0,0,1800,464.305701,482.666125
0.181818,169.01,169.01,10000,731.852542,128.525835
1,95.67,0,5500,679.138272,892.599825
1,0,0,7500,838.652563,216.581883
1,0,0,9500,1214.067137,1515.023913
1,1401.54,1401.54,4500,1769.181653,302.284864
1,825.96,0,4000,258.557194,308.812474
1,964.67,0,3000,288.366557,605.921914
0.818182,1653.91,656.81,11500,1785.782313,159.46795
0.181818,111.39,0,10000,16842.39187,751.683377
1,197.7,0,1950,587.264565,630.117605
1,0,0,6500,333.050357,283.564425
1,0,0,2000,453.767518,509.410087
1,0,0,4000,886.116717,1055.467811
1,309.86,309.86,8600,5883.427252,1488.472099
1,585.6,585.6,1000,578.786142,191.914428
1,1004.3,1004.3,4000,970.981432,179.454519
1,0,0,8000,837.844106,916.41672
1,1554.42,1361.32,7500,1213.586463,2575.138832
1,0,0,4500,1345.389329,1263.872069
0.909091,0,0,1200,535.726687,206.591708
1,0,0,12000,1946.227099,1782.085048
1,436,436,4000,4664.822102,858.092813
1,0,0,12000,2244.627566,2916.278944
0.545455,853.75,730.25,6000,594.205112,45.492655
1,110,0,1200,504.434613,438.752592
0.272727,154.5,0,3800,178.897596,30.229283
1,22381.97,3231.95,14500,20343.28681,1966.191831
1,902.43,0,2500,789.29843,705.466936
1,1086.16,898.16,7000,2579.973654,191.872793
1,188,0,8500,844.591086,1063.696942
1,120,0,2500,343.102984,712.986387
1,955.59,81.74,5000,703.220116,457.013405
1,2923.07,161.07,13000,6320.790788,1002.946812
1,258.86,233.34,1500,662.396392,404.768221
1,1367.73,1367.73,6000,1229.147513,164.423401
1,342,165,6000,5949.072074,1315.504162
1,0,0,3000,1951.116757,334.301206
0.545455,3011.36,3011.36,7500,2543.018081,70.915266
0.909091,849.78,0,11500,1097.471776,1314.593462
0.909091,698.99,698.99,1500,2152.76797,371.913747
0.818182,301.07,0,5000,732.951933,133.935004
1,4877.66,2536.5,4500,1297.994539,408.293375
1,618,285,6000,378.383325,169.341588
1,1600.09,174.96,2500,699.818277,976.996811
1,5819.46,1173.44,6000,5279.91437,194.433112
1,0,0,3000,893.586488,637.350978
0.727273,147.7,147.7,4000,177.088102,127.799107
0.857143,26.8,0,500,28.654864,256.522546
1,0,0,3000,3436.911086,711.894455
1,1693.03,1654.03,4000,1382.622524,181.773223
1,0,0,4000,805.264643,452.084802
1,99,0,6000,1144.381323,1143.067027
1,435.72,390.07,2300,917.52463,1319.508567
1,1178.12,276.62,6000,1098.390459,177.323148
1,851.21,590.76,3600,978.569968,362.83664
0.545455,224.4,0,2100,372.093413,151.08003
1,1433.2,945.46,7000,1877.023036,616.430163
0.636364,0,0,9000,6200.550587,114.23108
0.090909,0,0,11000,14176.74867,46.573054
1,1770,0,1800,1692.52541,365.78324
1,414.48,414.48,1000,234.619774,144.362561
1,1278.5,0,10500,1296.772849,327.424876
1,1182.95,464.2,6000,955.667752,1243.191013
1,2948.1,241.51,4000,2520.35969,185.983855
1,984.31,0,3800,1694.781649,2591.170425
0.545455,1013.6,0,3500,2246.428764,103.601608
1,3597.02,763.89,2000,3901.786339,177.54056
1,833.98,0,7500,285.23111,184.13146
1,0,0,1500,337.074078,294.178618
1,2188.88,2087.88,7500,2372.21499,188.138313
1,646.28,224.11,1500,1758.379933,908.470064
1,436.8,286.8,1000,363.125659,1618.005527
1,277.06,277.06,2800,2859.947327,2595.876353
1,892,329,3500,655.143647,360.636863
0.636364,689.67,460.8,3511.111111,2327.014381,246.495299
1,1901.71,48.6,1500,947.130141,220.745296
1,2429.23,748.53,7000,4373.664316,373.988419
0.6,459.51,184.86,1200,211.625556,103.297347
1,3408.01,0,5000,5797.060195,242.410057
1,2254.03,646.64,3000,898.751834,862.981582
1,999.77,999.77,8000,2863.397049,2553.534465
1,525,525,1000,553.4725,181.029848
1,554.79,0,7000,2500.847222,226.781819
1,0,0,5500,2936.557193,626.771938
1,387.42,387.42,1500,347.63772,172.234687
0.454545,158,158,1200,178.116509,64.695731
1,4527.64,200.33,2300,4139.307545,287.805087
1,83.47,0,9000,195.17029,219.056873
1,283.88,159,14500,12124.63957,1923.472385
1,0,0,1500,1488.832955,193.298562
0.636364,0,0,1200,215.025138,291.847732
1,354.92,0,8500,997.929231,642.622594
1,197,116.5,7000,700.151706,1540.518189
1,0,0,1400,350.078829,566.002062
1,0,0,5600,496.245836,538.346874
1,0,0,9000,10036.80464,1915.072549
1,0,0,6500,94.932543,158.639188
1,803.57,803.57,2000,253.769944,195.362332
1,764.19,764.19,7000,1640.238914,2951.847301
1,0,0,1600,389.817084,510.935129
0.818182,215,0,1750,86.403222,182.994424
0.888889,1959.04,389,7000,820.851704,1409.800552
1,150,0,3000,577.725789,1683.482088
1,881.87,372,7500,274.936052,212.361801
1,120,0,1500,1646.068152,299.386794
0.666667,1864.5,0,2000,194.303595,215.542334
1,170,0,1500,406.189673,479.239093
1,1344.85,0,3500,3772.740721,600.505507
0.818182,603.6,350,2500,431.710102,134.295856
1,203.6,203.6,1500,206.472169,166.325041
1,951.97,287.14,1000,1362.945215,310.674253
1,2626.06,389.38,7500,2057.425716,2605.968939
1,792.35,792.35,10000,762.107502,160.56702
1,669.19,0,8000,1093.526476,173.672316
1,270.21,0,6000,453.391188,199.633262
1,2072.43,554.03,7000,2522.068213,389.675365
1,0,0,1950,662.653149,213.351598
1,652.24,0,4000,2274.855647,669.585057
1,145.28,110.03,8000,1235.201553,199.811334
1,146.68,104.02,8000,1951.218091,1669.058818
1,473.34,473.34,1500,153.209881,182.388625
1,143,143,3000,398.257086,235.957305
0.181818,80.06,0,1600,0,
1,0,0,6000,430.236948,236.775013
0.363636,98,98,3000,514.338268,796.476168
1,1628.08,1001.85,6000,892.732912,263.48702
0,63.3,63.3,2700,0,
1,0,0,1500,309.565852,526.749661
0.909091,830,830,4000,923.299373,138.908017
1,789.96,50,8000,1328.926056,216.592529
1,353.22,225.94,2500,3745.594702,4342.944882
1,150,0,1800,1810.018994,371.232676
0.545455,0,0,1500,444.852002,486.647187
1,0,0,1500,294.30747,286.673785
1,0,0,1500,303.031979,443.781316
0.363636,119.46,59.19,7500,534.740352,132.441551
1,909.16,395.38,3000,4103.582568,1872.752158
1,582.85,100.64,11500,4247.404958,451.556429
0.909091,1130.25,0,3000,566.13825,970.417924
1,749,450,5000,4161.642762,972.65285
0.909091,0,0,1500,1734.981714,317.921967
0.636364,149.88,119.98,4000,235.74496,156.767607
1,55.12,0,5000,1433.807814,2036.483418
1,588.48,0,3000,1189.418494,2648.004763
1,1301.9,132,4500,530.552146,1230.24842
1,0,0,14000,8012.84957,1088.217898
1,854.2,0,7350,5346.679636,5583.630482
1,1022.84,0,1500,818.113846,2083.026155
0.272727,71.65,71.65,2000,270.73449,140.698664
1,14215,0,9000,5773.661106,6338.527589
1,129,0,1700,2152.93568,539.700832
0.666667,0,0,4000,282.620956,418.372715
1,318.85,318.85,5000,526.713137,735.303992
0.727273,221.2,0,9000,6791.182982,826.907399
0.909091,1216.21,0,3000,1605.939594,135.474623
1,0,0,14500,804.616908,771.133373
1,1256.49,376.88,2500,637.044684,1072.394817
1,960.24,960.24,2700,938.788924,150.326767
1,0,0,3000,454.856663,557.016549
1,335.68,335.68,9000,1592.064294,1497.715051
1,0,0,4500,892.224219,1572.219063
1,8754.59,117.86,4000,8648.305093,195.873012
1,261.12,27.58,1950,1508.080601,398.520851
0.727273,0,0,7000,680.591231,964.502795
1,614.53,303.31,1700,570.147403,429.203871
1,1005.72,785.72,6000,3724.247764,1047.765097
0.272727,56,0,10500,312.280331,82.975613
1,2863.92,2863.92,2500,2589.303082,171.139818
1,645.96,586.06,1500,693.631165,384.147394
0.833333,0,0,3000,300.71395,405.461471
0.363636,0,0,6000,413.800076,1023.857832
1,218,0,8000,1309.816518,1402.076478
1,1351.68,448.28,2500,1240.372707,443.579192
1,133.34,133.34,2900,1877.881775,547.387346
1,1760.55,1707.55,15000,2114.977167,1942.656647
0,70.65,0,4000,95.733701,
1,0,0,6000,1376.037807,2011.577535
1,1560.21,249.96,4000,60.712768,4958.944737
1,549.08,332.13,4500,471.103957,206.952931
1,10199.63,5614.19,15000,8292.65306,2296.958624
0.909091,259.32,259.32,1500,384.275314,135.786608
0.909091,48.16,0,10000,376.383077,263.710911
1,503.25,503.25,8500,500.251341,171.601056
1,0,0,6000,881.37316,890.70637
0.818182,1059.59,0,2500,1438.379172,162.415247
1,60.54,60.54,8500,5693.080357,1058.432256
1,262.08,262.08,5000,557.258278,490.403966
1,424.84,0,3000,725.815797,833.636185
1,817.62,563.48,5100,2797.052769,314.307392
0.181818,59,0,5000,5135.531491,288.495064
1,550.53,550.53,1200,1068.923263,254.433788
1,208,0,14000,1613.637071,1686.82882
1,70,0,1500,688.566665,367.459274
0.454545,335,335,1000,742.772271,145.138785
0.818182,405,405,6727.272727,553.440125,171.037361
1,899.8,899.8,6500,1654.932016,1832.433867
1,2205.51,1132.02,7500,1941.251813,140.28742
1,0,0,12000,2468.988022,2134.295731
1,169.03,149.03,5000,444.462463,309.646636
1,804.18,804.18,3700,1175.28625,343.753509
1,898.34,603.34,6500,865.94452,178.267406
1,1358.88,1242.25,1200,303.560901,18959.86938
1,1684.29,63.6,8000,4376.057598,600.900522
1,436.3,436.3,1800,523.180176,182.241613
1,63.62,0,2000,383.273938,663.925938
1,577.58,577.58,1500,1265.924345,1007.132278
0.636364,1438.76,378.1,3000,424.595959,258.959313
1,2815.82,768.17,7000,4382.773241,206.099083
1,67.84,0,6000,1178.560867,1330.593643
1,107.33,0,8500,1891.304756,1829.724497
1,354.04,0,6000,2975.946627,392.783086
1,663,0,9000,3206.54505,3989.603092
1,3727.77,499.92,3150,3516.064225,795.92781
1,1725.05,1025,5000,812.534656,934.885255
1,2556.32,989.9,6500,1336.30247,512.056995
1,960,960,4500,1656.726415,2422.033266
0.909091,2455.75,225,6000,1999.316204,162.122511
1,532.66,190,3000,476.194293,174.358116
1,4.99,0,2500,1127.028432,223.627537
0.727273,0,0,1500,308.039409,373.610849
1,208.5,208.5,7000,517.558081,1109.232571
1,0,0,8500,1816.195475,1659.404676
1,1020.3,0,1200,809.176783,465.807758
1,0,0,3000,474.560258,340.879992
0.181818,17.7,0,1500,18.825023,10.074393
1,140,0,1600,326.461136,540.345357
0.909091,617.5,617.5,4000,740.045839,150.708825
1,3710.57,2110.57,9000,2434.069001,4008.154371
1,644.16,644.16,1500,399.905138,163.128265
1,102.98,102.98,7000,186.660086,191.949816
1,0,0,3500,661.24329,596.541854
0.272727,170.92,0,4000,227.392057,37.257557
1,622.16,622.16,2500,1205.366513,1145.810573
0.909091,469.83,0,8500,1025.916057,477.907704
1,0,0,7500,1786.385347,1086.360075
1,542.7,0,1600,505.060863,451.453969
1,2591.77,635.68,8500,8342.187656,997.196
1,14686.1,14686.1,13600,11400.6013,10285.13412
1,26.12,0,1950,525.947589,627.660656
0.181818,0,0,6000,1148.343858,1441.839102
1,0,0,1500,388.040315,182.935266
1,2204.54,1326.65,1000,2514.502136,2301.241067
1,0,0,1800,612.459086,524.499084
0,61.21,0,2600,0,
1,236.28,0,4000,258.45701,153.481269
0.454545,1383.67,24.9,7000,1270.735859,103.971481
1,287.43,287.43,6500,1297.428044,1331.499517
1,1999.7,1648.7,3100,667.118376,264.338574
0.909091,0,0,3000,970.716436,474.957649
1,365,0,9500,1215.577201,865.861706
1,2233.3,0,13000,2209.056302,405.557756
1,5073.53,321.27,7000,3923.560419,176.275371
1,541.6,541.6,7500,377.067598,204.81908
1,0,0,11000,2308.545227,2400.161872
1,0,0,3000,510.067074,468.709937
1,178.67,178.67,6500,666.357134,491.582146
1,2196.38,327.55,5000,3274.100331,245.892171
1,0,0,1500,438.031669,432.195428
1,0,0,3500,2958.852784,835.751337
1,4678.63,1288.9,2500,3789.993246,162.295285
1,1806.5,830,9000,1329.600846,947.556185
1,546.7,546.7,4000,673.234502,153.314788
0.727273,0,0,2500,481.996972,78.113848
1,372.16,46.84,2500,2948.81126,1021.416857
0.454545,17.8,0,2500,649.54356,84.757464
0.454545,350,0,8000,369.369235,97.235037
1,0,0,18000,2735.624602,2595.765441
1,258.9,0,2000,486.093032,515.528152
1,1543.75,0,9000,1042.51532,1307.289892
1,34.83,0,1200,309.340005,279.044103
1,142.8,0,1200,515.767434,319.949186
1,65,0,2500,118.654655,239.240948
1,0,0,3500,1868.315118,593.24323
1,47.8,47.8,3000,617.883193,590.47289
1,75,75,2500,453.694102,498.284122
1,0,0,8500,1507.863241,1615.436709
1,417.08,0,5300,1026.406336,1152.616381
0.545455,0,0,5200,7122.694558,218.463565
1,0,0,1600,287.326954,269.699364
0.363636,21,21,11500,23150.57184,1863.225391
0.636364,1674.16,0,1800,2397.018501,144.268048
0.333333,264.98,264.98,1500,5379.820725,153.461233
1,500.67,0,12000,589.69489,197.615598
1,1879.92,0,4000,3986.076109,429.538814
1,1808.6,0,7500,1890.186096,139.117341
1,1016.34,0,7500,481.559934,595.650324
0.909091,710.09,318.09,7500,684.774819,97.399107
0.818182,468.6,133.2,1700,1389.092134,198.260864
1,645.83,0,6500,5524.371958,290.170065
1,869.26,869.26,1500,1341.941189,1534.646713
1,1171.28,315,6500,1034.871633,262.137054
0,103.68,0,2500,230.652819,
0.727273,584.34,0,9500,1074.374998,128.896127
0.818182,256.5,256.5,4000,282.494417,156.138846
1,1257.27,141.35,6000,1380.967309,622.738695
1,192.88,54.88,7500,1484.679588,684.377166
1,1935.16,0,13500,2559.793542,212.12069
1,1995.25,1585.04,5700,2413.9198,227.534843
1,63.38,63.38,2500,1125.751115,592.360464
1,0,0,5000,1161.791759,1309.518909
1,94.5,94.5,1500,132.94586,849.067783
1,67.55,67.55,2500,459.929854,543.168888
1,2452.69,911,1500,1259.60563,271.109376
1,230.04,0,200,187.489678,186.703736
1,351,351,5000,702.91438,2615.222618
0.888889,177.76,177.76,1500,138.239594,130.345404
1,30.6,0,3000,3169.387626,510.304379
1,2675.53,1542.84,5000,2496.741743,173.308474
1,0,0,2500,280.037759,257.298488
0.833333,0,0,6000,550.513331,1299.46337
0.363636,536,536,4000,1204.801315,186.15796
1,1301.05,1271.05,7500,1264.358895,194.410326
1,571.64,571.64,8800,558.81781,191.864946
1,0,0,5000,823.840717,1934.821741
0.909091,182.1,182.1,5500,231.561711,159.668759
1,0,0,10000,1462.274274,2206.014199
0.545455,3197.42,0,6000,5000.150942,204.042253
1,0,0,7000,10906.06846,1059.881395
1,0,0,6500,2455.218599,751.502763
0.454545,502.52,502.52,1000,1297.259048,140.879535
1,0,0,10000,2274.349191,2222.681317
1,0,0,8500,1417.16906,1425.192934
0.636364,199.96,0,2000,362.012001,167.584529
1,5410.31,3144.93,11100,4058.304036,2575.6226
1,0,0,1500,366.247349,451.841215
1,2491.83,1042.71,10500,1683.540792,1437.443187
1,5714.5,2659,5000,9315.869127,2935.639712
1,0,0,6000,6841.765563,1249.799792
0.363636,14.98,0,1700,607.535166,43.582049
1,1642.94,0,12200,1439.105644,1429.520664
1,54.25,54.25,9000,1609.448663,1410.13097
1,4544.7,2960.74,11500,1967.604336,1955.832192
0.545455,850.44,700.44,1000,766.489028,28.116598
1,1182.08,749.83,10000,3888.521014,1405.441642
1,1771.78,1540.55,6700,1678.622679,188.591146
1,0,0,1200,400.481025,355.300563
1,360,0,5000,2676.029302,5204.152199
1,269.75,0,2000,960.623536,202.824829
1,10755.68,4266.94,10000,5199.074518,787.853297
1,184,0,2500,2231.251407,726.381528
1,1440.93,1414.32,12000,1311.209483,147.350402
1,39.83,6.33,1950,264.721497,282.178494
1,399.96,399.96,1200,185.006776,10729.24905
1,6856.25,0,10500,6429.084786,215.361187
1,2485.54,136.24,4500,2590.141003,180.488982
1,0,0,3000,797.82877,937.454272
1,81.1,0,1800,377.255832,587.838614
1,503.64,0,10000,8307.329219,1991.934051
1,3338.1,3119.28,6000,1793.138722,871.776232
1,0,0,6000,402.20014,180.815649
1,501.09,0,9000,1480.283481,1923.071434
1,136.19,0,5100,346.986446,407.889131
0.181818,368.49,0,2500,0,
0.285714,0,0,1500,0,
1,0,0,6000,2856.303303,654.963612
1,323.55,0,5000,669.943854,607.902881
1,35,0,3000,618.234466,762.082055
1,1218.92,1218.92,13000,2913.075304,267.051909
1,504.5,296.9,7500,1795.634727,297.714417
0.636364,29.99,0,1800,18.769077,42.100823
0.888889,3200,3200,2500,3017.573426,116.302492
1,0,0,3000,712.005753,941.643087
0.454545,85.5,85.5,1500,245.987433,132.932707
0.454545,482.24,90,1200,2333.997439,160.900585
1,504.33,269.94,11000,1670.6627,1498.484584
0.909091,428,318,1700,541.419745,139.585651
1,102.4,102.39,1500,812.543364,248.91561
1,0,0,1700,326.19924,484.066784
1,1200,1200,1200,1037.62728,165.880254
1,249.96,249.96,1000,189.02697,261.530262
1,4019.86,392,3000,7574.577354,237.824379
0.909091,2313.68,2188.28,8000,2987.023425,164.438353
1,545.74,435.74,7000,561.983691,294.602332
0.545455,1286.1,156.28,1200,55.766782,739.571101
0.727273,1073.97,0,8100,866.683765,116.514395
0.666667,50,0,2500,99.26684,405.504082
1,3663.31,918.43,5000,4232.922974,250.545557
1,0,0,8500,3388.94577,567.291789
0.818182,1050.76,0,1200,1195.876023,173.488987
1,72,72,8050,191.693568,189.060724
1,3028.94,995,2400,2893.951915,163.750989
1,1813.87,897.67,7500,1483.654129,232.0668
1,1021.66,996.66,6500,728.025537,1026.321014
1,2219.33,158.83,9000,2268.864868,211.168736
1,150,0,1800,733.240634,469.758727
1,43.2,43.2,1200,676.139575,314.901632
1,1632.83,1347.83,3600,3541.399754,549.246265
1,0,0,8500,1691.047119,1914.459253
1,720,720,1000,598.322582,197.443037
1,0,0,4600,544.978537,368.962968
1,662.98,79.98,1400,691.407037,676.34902
1,1894.5,292.8,4100,1295.954973,286.246906
1,6920.08,1737.37,9500,5691.439238,235.694396
0.9,0,0,3000,460.103356,455.40632
1,1716.11,0,7000,1608.073274,699.559936
1,0,0,4500,820.438917,1048.73584
1,247.45,247.45,4000,903.972319,716.103395
1,0,0,2000,768.296414,318.681676
1,866.57,181.7,2500,1085.866453,119.015325
1,25.2,0,2500,410.617369,503.627101
0.727273,750,500,6500,912.949944,74.0589
1,0,0,1500,474.645124,548.86868
1,1422.12,225.14,10000,2283.468603,2631.254565
1,2580.63,971.89,8500,2358.035548,263.453051
1,2653.49,620.48,6500,868.565652,1183.572986
0.545455,0,0,1200,594.099172,26.161818
1,2476.45,851.95,4000,1600.734366,224.265608
1,0,0,12000,1460.027383,1465.870504
1,2325.75,0,13000,1489.518098,1644.757535
1,374.94,374.94,1200,415.322291,678.223873
1,673.8,0,2400,2925.653927,361.356383
1,0,0,1500,338.541279,348.388563
1,4398.65,4098.65,3000,7109.795209,5114.110493
0.909091,497.83,63.03,1500,726.488879,856.508162
